4FUNMEDIA;15.00;15.00;15.00;15.00;3639
4FUNMEDIA;14.98;15.20;14.70;15.00;7973
4FUNMEDIA;15.00;15.00;15.00;15.00;3080
4FUNMEDIA;14.99;15.04;14.50;14.99;6754
4FUNMEDIA;14.99;14.99;14.98;14.98;260
4FUNMEDIA;14.99;15.40;14.95;14.95;3163
4FUNMEDIA;15.10;15.40;15.10;15.30;3363
4FUNMEDIA;15.30;15.60;15.30;15.40;4541
4FUNMEDIA;15.58;15.77;15.40;15.40;3637
4FUNMEDIA;15.74;15.77;15.40;15.40;3532
4FUNMEDIA;15.50;15.94;15.46;15.80;2856
4FUNMEDIA;15.94;15.99;15.93;15.99;4053
4FUNMEDIA;15.80;16.19;15.80;16.00;5128
4FUNMEDIA;16.00;16.47;15.99;16.41;3441
4FUNMEDIA;16.47;16.58;16.47;16.58;1398
4FUNMEDIA;16.02;16.97;16.02;16.90;3361
4FUNMEDIA;16.80;16.97;16.45;16.45;3682
4FUNMEDIA;16.40;16.97;16.40;16.90;3935
4FUNMEDIA;16.94;16.97;16.89;16.94;3711
4FUNMEDIA;16.93;16.97;16.92;16.97;3904
4FUNMEDIA;17.20;17.20;16.60;16.85;1212
4FUNMEDIA;16.80;17.20;16.80;17.20;3006
4FUNMEDIA;17.20;17.20;16.85;17.19;2552
4FUNMEDIA;17.19;17.19;17.18;17.18;2598
4FUNMEDIA;17.19;17.19;17.18;17.18;2101
4FUNMEDIA;17.40;17.60;17.11;17.52;11405
4FUNMEDIA;17.52;17.55;17.11;17.40;4092
4FUNMEDIA;17.40;17.40;17.15;17.35;467
4FUNMEDIA;17.35;17.59;17.35;17.50;3240
4FUNMEDIA;17.59;18.00;17.15;17.70;5288
4FUNMEDIA;17.52;17.70;17.52;17.67;3120
4FUNMEDIA;17.67;17.67;17.67;17.67;368
4FUNMEDIA;17.63;17.70;17.60;17.70;2003
4FUNMEDIA;17.75;17.75;16.86;17.60;2471
4FUNMEDIA;16.21;17.00;16.20;16.99;5144
4FUNMEDIA;16.98;16.98;16.14;16.88;211
4FUNMEDIA;16.74;16.74;16.10;16.69;858
4FUNMEDIA;16.65;16.65;16.11;16.30;114
4FUNMEDIA;16.79;16.79;15.66;16.49;1488
4FUNMEDIA;16.49;16.49;16.20;16.49;186
4FUNMEDIA;16.49;16.50;16.49;16.50;68
4FUNMEDIA;16.10;16.60;16.10;16.60;111
4FUNMEDIA;16.60;17.00;16.45;16.96;3121
4FUNMEDIA;16.96;17.00;16.95;17.00;1257
4FUNMEDIA;16.95;16.95;16.34;16.84;427
4FUNMEDIA;16.95;16.95;16.50;16.84;5035
4FUNMEDIA;16.90;16.90;16.49;16.90;1893
4FUNMEDIA;17.00;17.00;16.99;17.00;3762
4FUNMEDIA;17.00;17.00;17.00;17.00;1
4FUNMEDIA;17.00;17.00;17.00;17.00;1
4FUNMEDIA;17.00;17.00;17.00;17.00;1
4FUNMEDIA;16.99;17.00;16.50;16.94;1138
4FUNMEDIA;16.95;16.95;16.86;16.86;4726
4FUNMEDIA;16.86;16.86;16.86;16.86;100
4FUNMEDIA;16.86;16.86;16.50;16.50;2978
4FUNMEDIA;16.50;16.50;16.02;16.50;522
4FUNMEDIA;16.50;16.83;16.50;16.80;5153
4FUNMEDIA;16.80;16.80;16.80;16.80;29
4FUNMEDIA;16.15;16.80;16.15;16.60;860
4FUNMEDIA;16.56;16.97;16.56;16.80;515
4FUNMEDIA;16.90;16.99;16.90;16.99;1260
4FUNMEDIA;16.99;17.00;16.66;16.99;1508
4FUNMEDIA;16.75;17.00;16.75;16.98;3171
4FUNMEDIA;16.98;17.40;16.98;16.99;8105
4FUNMEDIA;16.97;16.97;16.85;16.85;2115
4FUNMEDIA;16.87;16.97;16.87;16.97;3442
4FUNMEDIA;17.00;17.30;16.95;16.99;2599
4FUNMEDIA;16.86;17.20;16.85;17.00;3114
4FUNMEDIA;17.20;17.30;16.97;17.14;6584
4FUNMEDIA;17.28;17.30;17.01;17.20;4384
4FUNMEDIA;17.30;17.88;17.30;17.88;6950
4FUNMEDIA;16.01;17.27;16.01;16.52;5823
4FUNMEDIA;17.00;17.19;16.68;17.17;1515
4FUNMEDIA;17.17;17.43;16.80;17.20;7315
4FUNMEDIA;16.99;16.99;16.50;16.80;2339
4FUNMEDIA;16.80;17.00;16.80;16.80;1085
4FUNMEDIA;16.95;17.15;16.60;16.60;17748
4FUNMEDIA;16.60;16.67;16.60;16.67;1100
4FUNMEDIA;16.00;16.70;16.00;16.70;1171
4FUNMEDIA;16.98;16.98;16.00;16.00;41719
4FUNMEDIA;16.96;16.96;16.94;16.96;1975
4FUNMEDIA;16.80;16.99;16.60;16.99;8118
4FUNMEDIA;17.01;17.01;16.49;16.99;3316
4FUNMEDIA;16.99;16.99;16.99;16.99;17
4FUNMEDIA;16.99;16.99;16.36;16.50;1478
4FUNMEDIA;16.36;16.86;16.36;16.86;7
4FUNMEDIA;16.98;16.98;16.98;16.98;5
4FUNMEDIA;16.98;16.98;16.85;16.85;15
4FUNMEDIA;16.98;16.98;16.98;16.98;5
4FUNMEDIA;16.84;16.84;16.36;16.36;160
4FUNMEDIA;16.83;16.83;16.83;16.83;5
4FUNMEDIA;16.80;16.83;16.78;16.83;3069
4FUNMEDIA;16.94;16.94;16.94;16.94;33
4FUNMEDIA;16.90;16.90;16.45;16.65;3187
4FUNMEDIA;16.96;16.96;16.49;16.49;1493
4FUNMEDIA;16.96;16.96;16.70;16.96;1005
4FUNMEDIA;16.90;16.90;15.79;16.70;2967
4FUNMEDIA;16.90;16.90;16.60;16.85;1005
4FUNMEDIA;16.89;16.89;16.80;16.89;653
4FUNMEDIA;16.92;16.92;16.26;16.90;2391
4FUNMEDIA;16.91;16.91;16.50;16.88;1115
4FUNMEDIA;16.92;16.92;16.92;16.92;5
4FUNMEDIA;16.92;16.92;16.22;16.83;999
4FUNMEDIA;16.83;16.83;16.00;16.77;567
4FUNMEDIA;16.50;16.50;16.16;16.16;1736
4FUNMEDIA;16.85;16.85;16.50;16.50;21
4FUNMEDIA;16.00;16.70;16.00;16.40;1496
4FUNMEDIA;16.50;16.50;16.00;16.50;47
4FUNMEDIA;16.50;16.50;15.81;16.00;963
4FUNMEDIA;16.00;16.49;16.00;16.49;1063
4FUNMEDIA;16.49;16.49;16.35;16.45;1474
4FUNMEDIA;16.45;16.45;15.73;16.29;2646
4FUNMEDIA;15.90;15.90;14.81;15.45;3829
4FUNMEDIA;15.47;15.47;14.45;15.01;2526
4FUNMEDIA;14.23;15.50;14.23;15.50;1440
4FUNMEDIA;14.40;16.49;14.40;16.49;1449
4FUNMEDIA;15.32;16.49;15.32;16.49;1003
4FUNMEDIA;16.49;16.49;16.35;16.44;1313
4FUNMEDIA;15.80;16.50;15.80;15.80;1246
4FUNMEDIA;16.49;16.70;15.80;16.70;1851
4FUNMEDIA;16.70;16.90;16.40;16.90;1402
4FUNMEDIA;16.90;16.90;16.60;16.80;1063
4FUNMEDIA;16.80;16.80;16.80;16.80;2
4FUNMEDIA;16.75;16.75;16.50;16.58;502
4FUNMEDIA;16.80;16.80;15.77;16.60;575
4FUNMEDIA;15.39;16.37;15.00;16.30;1820
4FUNMEDIA;16.30;16.30;15.20;15.20;1019
4FUNMEDIA;16.60;16.60;14.00;14.00;1862
4FUNMEDIA;15.40;15.40;15.40;15.40;1
4FUNMEDIA;14.99;14.99;14.99;14.99;130
4FUNMEDIA;14.99;14.99;14.20;14.50;1005
4FUNMEDIA;14.98;14.98;14.03;14.30;3346
4FUNMEDIA;14.98;14.98;14.00;14.00;2499
4FUNMEDIA;14.00;14.00;14.00;14.00;57
4FUNMEDIA;14.00;14.00;13.90;13.90;101
4FUNMEDIA;14.00;14.00;13.90;13.90;103
4FUNMEDIA;13.99;13.99;13.25;13.80;114
4FUNMEDIA;13.99;13.99;13.40;13.40;128
4FUNMEDIA;13.40;13.70;13.20;13.20;646
4FUNMEDIA;13.68;13.68;13.68;13.68;3
4FUNMEDIA;13.50;13.50;13.50;13.50;158
4FUNMEDIA;13.50;13.50;13.50;13.50;150
4FUNMEDIA;13.50;14.18;13.30;14.18;3530
4FUNMEDIA;14.18;14.49;14.18;14.30;949
4FUNMEDIA;14.29;14.30;14.09;14.30;20384
4FUNMEDIA;14.49;14.50;14.30;14.30;229
4FUNMEDIA;14.50;14.50;14.30;14.30;21
4FUNMEDIA;12.90;13.86;12.90;13.85;323
4FUNMEDIA;13.87;14.30;13.87;14.10;3252
4FUNMEDIA;14.30;14.95;14.30;14.95;1076
4FUNMEDIA;14.99;14.99;14.01;14.39;1039
4FUNMEDIA;14.37;14.37;13.63;14.04;482
4FUNMEDIA;14.03;14.03;14.03;14.03;3
4FUNMEDIA;13.99;13.99;13.94;13.94;63
4FUNMEDIA;13.93;13.93;13.93;13.93;3
4FUNMEDIA;13.87;13.87;13.87;13.87;3
4FUNMEDIA;13.68;14.65;13.68;14.61;1012
4FUNMEDIA;14.65;14.65;14.49;14.50;6848
4FUNMEDIA;14.50;14.50;14.00;14.00;708
4FUNMEDIA;14.00;14.00;13.40;14.00;660
4FUNMEDIA;13.95;14.00;13.88;13.90;1564
4FUNMEDIA;14.00;14.50;13.90;14.49;1249
4FUNMEDIA;14.49;14.49;14.40;14.40;476
4FUNMEDIA;14.40;14.40;13.70;14.40;752
4FUNMEDIA;14.40;14.40;14.00;14.40;4427
4FUNMEDIA;14.50;14.60;14.40;14.40;712
4FUNMEDIA;14.60;14.60;14.59;14.59;405
4FUNMEDIA;14.60;14.60;14.60;14.60;4
4FUNMEDIA;14.60;14.60;14.60;14.60;4
4FUNMEDIA;14.80;14.80;13.90;14.60;41335
4FUNMEDIA;14.60;14.80;14.50;14.80;1004
4FUNMEDIA;14.30;14.70;14.30;14.70;11
4FUNMEDIA;14.69;14.69;14.69;14.69;3
4FUNMEDIA;14.61;14.61;13.87;14.61;123
4FUNMEDIA;14.61;14.61;14.05;14.05;8405
4FUNMEDIA;14.00;14.10;14.00;14.00;2150
4FUNMEDIA;14.00;14.00;14.00;14.00;2171
4FUNMEDIA;13.88;14.60;13.87;13.87;11
4FUNMEDIA;14.60;14.60;14.60;14.60;3
4FUNMEDIA;14.60;14.60;14.60;14.60;3
4FUNMEDIA;14.60;14.60;14.60;14.60;8
4FUNMEDIA;14.50;14.50;14.50;14.50;3
4FUNMEDIA;14.50;14.50;14.50;14.50;5
4FUNMEDIA;14.50;14.50;13.90;14.49;503
4FUNMEDIA;14.49;14.49;14.00;14.49;18385
4FUNMEDIA;15.00;15.00;14.49;14.49;136
4FUNMEDIA;14.40;14.40;14.40;14.40;3
4FUNMEDIA;14.20;15.82;14.20;15.80;3427
4FUNMEDIA;15.50;16.70;15.30;16.70;1966
4FUNMEDIA;16.40;16.70;16.40;16.70;6744
4FUNMEDIA;16.70;17.12;16.50;17.10;954
4FUNMEDIA;17.12;17.12;16.90;17.11;1466
4FUNMEDIA;17.11;17.11;16.90;17.00;849
4FUNMEDIA;17.00;17.00;16.99;16.99;814
4FUNMEDIA;17.00;17.00;16.15;16.99;3676
4FUNMEDIA;17.09;17.09;16.95;17.00;6202
4FUNMEDIA;17.00;17.11;16.89;16.89;1315
4FUNMEDIA;17.00;17.00;16.25;16.25;500
4FUNMEDIA;17.11;17.11;16.99;16.99;201
4FUNMEDIA;16.99;16.99;16.99;16.99;3
4FUNMEDIA;16.99;16.99;16.09;16.99;11351
4FUNMEDIA;16.99;16.99;16.80;16.95;104
4FUNMEDIA;16.90;16.90;16.14;16.88;2073
4FUNMEDIA;16.99;16.99;16.10;16.15;1602
4FUNMEDIA;16.15;16.15;16.15;16.15;120
4FUNMEDIA;15.70;16.48;15.70;16.48;3268
4FUNMEDIA;16.99;16.99;16.86;16.86;81
4FUNMEDIA;16.25;16.86;16.25;16.86;3
4FUNMEDIA;16.98;16.98;16.15;16.40;894
4FUNMEDIA;16.70;16.70;16.00;16.50;875
4FUNMEDIA;16.70;16.70;16.30;16.40;633
4FUNMEDIA;16.78;16.78;16.30;16.30;771
4FUNMEDIA;16.49;16.50;16.49;16.50;3432
4FUNMEDIA;16.77;16.77;15.95;15.95;315
4FUNMEDIA;16.77;16.77;16.19;16.19;1425
4FUNMEDIA;16.77;16.77;16.00;16.00;1257
4FUNMEDIA;16.00;16.00;16.00;16.00;25
4FUNMEDIA;16.69;16.74;16.49;16.50;8378
4FUNMEDIA;16.78;16.78;16.70;16.70;405
4FUNMEDIA;16.97;16.97;16.64;16.95;16115
4FUNMEDIA;16.90;16.99;16.90;16.95;19423
4FUNMEDIA;16.98;16.99;16.85;16.98;26534
4FUNMEDIA;16.99;16.99;16.99;16.99;37
4FUNMEDIA;16.98;16.98;16.50;16.97;461
4FUNMEDIA;16.97;16.97;16.97;16.97;2
4FUNMEDIA;16.98;16.98;16.85;16.89;225
4FUNMEDIA;16.80;16.99;16.50;16.50;1159
4FUNMEDIA;16.98;16.98;16.60;16.60;43
4FUNMEDIA;16.98;16.98;16.98;16.98;3
4FUNMEDIA;16.98;16.98;16.62;16.62;35
4FUNMEDIA;16.62;16.62;16.62;16.62;5
4FUNMEDIA;16.97;16.97;16.97;16.97;3
4FUNMEDIA;16.97;16.97;16.97;16.97;3
4FUNMEDIA;16.70;16.70;16.70;16.70;10
4FUNMEDIA;16.70;16.70;16.65;16.65;1234
4FUNMEDIA;16.70;16.70;16.35;16.35;112
4FUNMEDIA;16.05;16.70;16.05;16.70;132
4FUNMEDIA;16.70;16.70;16.66;16.66;9876
4FUNMEDIA;16.70;16.96;16.70;16.96;1447
4FUNMEDIA;16.96;16.96;16.96;16.96;495
4FUNMEDIA;16.96;17.50;16.96;17.50;5673
4FUNMEDIA;17.60;17.80;17.60;17.60;476
4FUNMEDIA;17.70;17.70;17.60;17.60;10
4FUNMEDIA;17.60;17.60;17.60;17.60;3
4FUNMEDIA;17.49;19.35;17.45;19.30;2104
4FUNMEDIA;19.29;19.77;19.00;19.77;8015
4FUNMEDIA;19.77;19.77;19.49;19.49;2677
4FUNMEDIA;19.49;19.49;19.49;19.49;16
4FUNMEDIA;19.49;19.49;19.01;19.01;110
4FUNMEDIA;19.32;19.32;19.00;19.29;23398
4FUNMEDIA;19.28;19.28;18.62;19.00;50672
4FUNMEDIA;19.10;19.20;18.50;19.20;411
4FUNMEDIA;19.19;19.19;19.19;19.19;2
4FUNMEDIA;19.04;19.04;19.03;19.03;106
4FUNMEDIA;19.03;19.03;18.27;19.02;363
4FUNMEDIA;19.02;19.02;18.01;18.89;61
4FUNMEDIA;18.89;18.89;18.89;18.89;1
4FUNMEDIA;18.69;19.00;17.90;19.00;25793
4FUNMEDIA;19.03;19.03;19.03;19.03;121
4FUNMEDIA;19.25;19.25;18.50;18.50;101
4FUNMEDIA;19.03;19.03;18.30;18.30;310
4FUNMEDIA;19.03;19.40;18.44;19.00;1298
4FUNMEDIA;18.50;19.50;17.11;19.50;3355
4FUNMEDIA;19.50;19.50;18.14;19.20;94994
4FUNMEDIA;19.25;19.25;19.20;19.20;1061
4FUNMEDIA;19.50;19.50;17.58;19.19;1579
4FUNMEDIA;19.18;19.18;18.90;19.13;40
4FUNMEDIA;19.13;19.13;19.13;19.13;2
4FUNMEDIA;19.18;19.55;19.09;19.55;894
4FUNMEDIA;19.80;19.80;18.50;18.65;997
4FUNMEDIA;18.60;18.75;18.50;18.50;3
4FUNMEDIA;18.50;19.80;18.50;19.80;24
4FUNMEDIA;19.42;19.70;18.94;19.20;26
4FUNMEDIA;19.50;19.80;19.01;19.01;93
4FUNMEDIA;18.58;19.50;18.58;19.50;91
4FUNMEDIA;19.50;19.50;19.50;19.50;40
4FUNMEDIA;19.40;19.40;19.40;19.40;50
4FUNMEDIA;19.39;19.39;19.39;19.39;200
4FUNMEDIA;19.00;19.48;19.00;19.35;2045
4FUNMEDIA;19.39;19.39;19.39;19.39;100
4FUNMEDIA;19.39;19.77;19.39;19.50;881
4FUNMEDIA;19.50;19.66;19.50;19.55;430
4FUNMEDIA;18.83;19.47;18.83;19.47;55
4FUNMEDIA;19.50;19.62;19.50;19.55;136
4FUNMEDIA;19.60;19.63;19.11;19.63;760
4FUNMEDIA;19.60;19.81;18.82;19.81;340
4FUNMEDIA;19.95;19.99;19.95;19.99;604
4FUNMEDIA;21.00;21.00;19.95;20.90;215
4FUNMEDIA;21.21;21.25;19.99;20.00;2144
4FUNMEDIA;20.00;20.00;19.96;20.00;1741
4FUNMEDIA;20.00;20.00;20.00;20.00;311
4FUNMEDIA;20.10;20.10;19.98;20.00;1053
4FUNMEDIA;20.05;20.05;20.00;20.00;1760
4FUNMEDIA;20.08;20.08;19.24;20.00;730
4FUNMEDIA;20.00;20.00;19.97;20.00;153
4FUNMEDIA;20.00;20.00;20.00;20.00;100
4FUNMEDIA;20.19;20.19;20.10;20.10;814
4FUNMEDIA;20.00;20.00;19.64;20.00;962
4FUNMEDIA;19.99;20.00;19.95;20.00;1590
4FUNMEDIA;20.00;20.00;20.00;20.00;3612
4FUNMEDIA;20.00;20.00;19.86;19.99;1281
4FUNMEDIA;20.00;20.00;19.81;19.89;5181
4FUNMEDIA;19.99;19.99;19.96;19.99;1864
4FUNMEDIA;20.00;20.00;19.95;19.99;6000
4FUNMEDIA;20.00;20.05;19.94;20.00;10177
4FUNMEDIA;20.00;20.00;19.85;19.85;8447
4FUNMEDIA;18.10;18.11;17.01;18.00;5886
4FUNMEDIA;18.50;18.50;18.00;18.00;1858
4FUNMEDIA;18.10;18.40;18.00;18.40;5660
4FUNMEDIA;18.20;18.20;17.66;18.20;2313
4FUNMEDIA;18.20;18.20;18.00;18.00;1810
4FUNMEDIA;18.00;18.00;17.99;17.99;117
4FUNMEDIA;17.95;17.95;17.95;17.95;1
4FUNMEDIA;17.94;17.94;17.11;17.39;1463
4FUNMEDIA;17.28;17.74;17.10;17.10;3288
4FUNMEDIA;16.86;17.00;16.30;16.30;4790
4FUNMEDIA;16.20;16.20;15.80;15.89;1686
4FUNMEDIA;15.60;16.40;15.60;15.95;75
4FUNMEDIA;15.95;16.99;15.95;16.99;212
4FUNMEDIA;17.90;17.90;16.20;17.40;156
4FUNMEDIA;17.75;17.75;16.01;16.51;1520
4FUNMEDIA;16.51;17.25;16.51;17.25;310
4FUNMEDIA;17.25;17.25;17.25;17.25;455
4FUNMEDIA;17.89;17.89;17.89;17.89;10
4FUNMEDIA;17.89;17.89;17.84;17.84;7
4FUNMEDIA;17.50;17.50;17.00;17.10;1287
4FUNMEDIA;17.09;17.09;16.41;16.41;363
4FUNMEDIA;16.74;16.77;16.50;16.50;415
4FUNMEDIA;16.57;16.60;16.57;16.57;220
4FUNMEDIA;15.49;17.00;15.49;16.41;80
4FUNMEDIA;16.41;16.41;16.41;16.41;40
4FUNMEDIA;16.90;16.90;16.42;16.42;178
4FUNMEDIA;16.42;16.75;16.42;16.50;105
4FUNMEDIA;16.89;16.89;16.89;16.89;82
4FUNMEDIA;16.90;17.10;16.89;17.10;424
4FUNMEDIA;17.39;17.39;17.30;17.30;109
4FUNMEDIA;17.40;17.40;17.40;17.40;115
4FUNMEDIA;17.40;17.49;16.70;17.49;319
4FUNMEDIA;17.29;17.29;17.25;17.29;656
4FUNMEDIA;15.61;17.15;15.61;17.15;75
4FUNMEDIA;17.30;17.30;16.74;17.15;129
4FUNMEDIA;17.30;17.58;17.15;17.15;741
4FUNMEDIA;17.00;17.20;17.00;17.15;125
4FUNMEDIA;17.50;17.50;17.00;17.10;523
4FUNMEDIA;17.10;17.10;17.00;17.00;205
4FUNMEDIA;17.01;17.01;16.35;16.35;175
4FUNMEDIA;16.95;16.95;16.95;16.95;67
4FUNMEDIA;16.95;16.95;16.95;16.95;505
4FUNMEDIA;16.95;16.95;16.90;16.90;2672
4FUNMEDIA;16.95;16.95;16.35;16.44;884
4FUNMEDIA;16.65;17.90;15.95;17.90;2190
4FUNMEDIA;17.41;17.41;17.01;17.01;404
4FUNMEDIA;17.00;17.00;15.91;16.80;1867
4FUNMEDIA;15.85;16.59;15.85;16.59;362
4FUNMEDIA;16.59;16.59;16.59;16.59;8
4FUNMEDIA;16.59;16.59;16.00;16.00;359
4FUNMEDIA;16.01;16.10;16.01;16.10;148
4FUNMEDIA;15.96;16.79;15.85;16.38;574
4FUNMEDIA;16.38;16.38;15.65;15.65;1195
4FUNMEDIA;15.60;15.98;15.39;15.39;826
4FUNMEDIA;15.76;15.76;15.10;15.10;1382
4FUNMEDIA;14.80;14.80;13.60;13.90;4417
4FUNMEDIA;14.61;14.61;13.80;14.34;3204
4FUNMEDIA;14.61;14.61;14.10;14.10;1550
4FUNMEDIA;14.59;15.50;14.59;14.60;432
4FUNMEDIA;14.60;15.89;14.60;15.89;16
4FUNMEDIA;15.39;15.39;14.32;14.55;3461
4FUNMEDIA;14.65;14.65;14.65;14.65;5
4FUNMEDIA;13.73;15.00;13.73;15.00;3289
4FUNMEDIA;15.99;16.12;15.98;16.00;10013
4FUNMEDIA;15.65;16.00;15.61;15.99;5500
4FUNMEDIA;15.50;16.60;15.01;16.00;14317
4FUNMEDIA;15.99;15.99;15.11;15.11;502
4FUNMEDIA;15.15;15.18;14.57;15.18;3170
4FUNMEDIA;15.18;15.18;14.73;14.73;2122
4FUNMEDIA;14.70;14.70;14.37;14.70;635
4FUNMEDIA;15.22;15.50;14.70;15.21;3260
4FUNMEDIA;15.22;15.40;15.22;15.40;1434
4FUNMEDIA;15.40;15.79;15.40;15.79;817
4FUNMEDIA;15.79;15.79;15.43;15.72;855
4FUNMEDIA;15.78;15.78;15.78;15.78;60
4FUNMEDIA;15.75;15.75;15.30;15.67;1792
4FUNMEDIA;15.71;15.71;15.50;15.65;455
4FUNMEDIA;15.79;15.79;15.16;15.78;168
4FUNMEDIA;15.31;15.70;15.20;15.68;787
4FUNMEDIA;15.78;15.78;15.54;15.54;85
4FUNMEDIA;15.55;15.55;15.50;15.50;4274
4FUNMEDIA;15.24;15.74;15.24;15.74;210
4FUNMEDIA;15.86;16.50;15.78;15.80;1716
4FUNMEDIA;16.50;16.74;15.80;16.03;597
4FUNMEDIA;16.83;16.83;16.15;16.20;2128
4FUNMEDIA;16.20;16.20;16.20;16.20;554
4FUNMEDIA;16.10;16.10;15.80;16.00;612
4FUNMEDIA;16.20;16.20;15.02;15.69;2738
4FUNMEDIA;15.69;15.69;15.66;15.66;308
4FUNMEDIA;15.75;15.75;15.26;15.26;392
4FUNMEDIA;15.55;15.55;15.40;15.40;517
4FUNMEDIA;15.49;16.00;15.10;16.00;8057
4FUNMEDIA;14.90;16.05;14.90;15.90;315
4FUNMEDIA;16.00;16.00;15.58;15.99;537
4FUNMEDIA;15.95;16.00;15.90;16.00;1220
4FUNMEDIA;16.20;16.20;15.50;16.09;1124
4FUNMEDIA;16.14;16.14;16.09;16.10;2800
4FUNMEDIA;16.14;16.49;16.14;16.49;28287
4FUNMEDIA;16.50;16.50;16.49;16.50;3546
4FUNMEDIA;16.50;16.50;15.84;15.90;2468
4FUNMEDIA;16.50;16.50;15.99;16.00;1256
4FUNMEDIA;16.50;16.51;16.11;16.50;5558
4FUNMEDIA;16.50;16.50;16.00;16.50;9131
4FUNMEDIA;16.49;16.49;16.00;16.00;12994
4FUNMEDIA;16.24;16.24;16.00;16.20;1002
4FUNMEDIA;16.20;16.20;16.00;16.15;989
4FUNMEDIA;16.14;16.14;16.14;16.14;210
4FUNMEDIA;16.14;16.50;15.97;15.99;20975
4FUNMEDIA;16.10;16.26;15.66;16.20;3085
4FUNMEDIA;16.18;16.20;16.00;16.20;1220
4FUNMEDIA;16.20;16.89;16.10;16.54;4730
4FUNMEDIA;16.87;17.20;16.60;16.84;5280
4FUNMEDIA;16.70;16.70;16.55;16.55;2501
4FUNMEDIA;16.74;16.80;16.60;16.70;5762
4FUNMEDIA;16.73;16.73;16.55;16.55;5347
4FUNMEDIA;16.55;16.55;16.55;16.55;2907
4FUNMEDIA;16.50;16.50;16.40;16.40;228
4FUNMEDIA;16.50;16.50;16.30;16.30;3770
4FUNMEDIA;16.50;16.60;16.20;16.50;18303
4FUNMEDIA;16.50;16.60;15.80;16.60;640
4FUNMEDIA;16.60;16.60;16.17;16.20;17660
4FUNMEDIA;16.11;16.78;16.11;16.78;75
4FUNMEDIA;16.79;17.10;16.20;17.10;2486
4FUNMEDIA;17.10;17.10;17.10;17.10;444
4FUNMEDIA;17.09;17.09;16.50;17.09;88
4FUNMEDIA;17.10;17.10;16.51;16.60;846
4FUNMEDIA;16.60;17.28;16.55;17.28;1867
4FUNMEDIA;17.29;17.30;17.20;17.30;1595
4FUNMEDIA;16.90;17.46;16.90;17.20;2265
4FUNMEDIA;17.61;17.62;17.35;17.40;840
4FUNMEDIA;17.70;17.70;17.40;17.50;2229
4FUNMEDIA;17.50;17.73;17.50;17.70;3813
4FUNMEDIA;17.70;18.00;17.70;18.00;369
4FUNMEDIA;18.00;18.40;18.00;18.40;779
4FUNMEDIA;18.40;18.95;18.20;18.21;2261
4FUNMEDIA;18.70;18.70;18.03;18.35;515
4FUNMEDIA;17.70;18.00;17.70;18.00;1978
